corner_place_id,google_id,name,neighborhood,website,instagram_handle,tags,place_id,licence,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,display_name,address,extratags,boundingbox
3453,ChIJHdUJnfpZwokR96zcINvxiUU,Eavesdrop,Greenpoint,https://www.eavesdrop.nyc/,,{bar},330066576,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,11517820569,40.7248898,-73.9511929,amenity,bar,30,9.175936522464359e-05,amenity,"Eavesdrop, Manhattan Avenue, Greenpoint, Brooklyn, Kings County, City of New York, New York, 11222, United States","{'amenity': 'Eavesdrop', 'road': 'Manhattan Avenue', 'neighbourhood': 'Greenpoint', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11222', 'country': 'United States', 'country_code': 'us'}",{'opening_hours': 'Su-Th 17:00-01:00; Fr-Sa 05:00-02:00'},"['40.7248398', '40.7249398', '-73.9512429', '-73.9511429']"
8797,ChIJcVcDbvVZwokRH9wq92JCQBo,Cafe Lyria,NoHo,,cafelyria,{cafe},334545582,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,12055618255,40.725889,-73.9954623,amenity,cafe,30,9.175936522464359e-05,amenity,"Cafe Lyria, 166, Crosby Street, East Village, NoHo, Manhattan, New York County, City of New York, New York, 10012, United States","{'amenity': 'Cafe Lyria', 'house_number': '166', 'road': 'Crosby Street', 'neighbourhood': 'East Village', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10012', 'country': 'United States', 'country_code': 'us'}",{'opening_hours': '8am-5pm'},"['40.7258390', '40.7259390', '-73.9955123', '-73.9954123']"
1152,ChIJaQRXYuRZwokRHjAN5MkBizY,Rule of Thirds,Greenpoint,http://thirdsbk.com/,thirdsbk,"{bar,restaurant}",333058178,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,10074094115,40.7248255,-73.954938,amenity,restaurant,30,9.175936522464359e-05,amenity,"Rule of Thirds, Banker Street, Greenpoint, Brooklyn, Kings County, City of New York, New York, 11222, United States","{'amenity': 'Rule of Thirds', 'road': 'Banker Street', 'neighbourhood': 'Greenpoint', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11222', 'country': 'United States', 'country_code': 'us'}","{'cuisine': 'japanese', 'website': 'https://www.thirdsbk.com', 'outdoor_seating': 'yes'}","['40.7247755', '40.7248755', '-73.9549880', '-73.9548880']"
485,ChIJeYoRRYNZwokRMAtxzfUoRao,Monomono,East Village,http://www.monomonony.com/,monomono.nyc,"{cafe,bar,restaurant}",333027053,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,10719556921,40.7254822,-73.9880334,amenity,restaurant,30,9.175936522464359e-05,amenity,"Monomono, 116, East 4th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States","{'amenity': 'Monomono', 'house_number': '116', 'road': 'East 4th Street', 'neighbourhood': 'Manhattan Community Board 3', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10003', 'country': 'United States', 'country_code': 'us'}","{'phone': '+1-917-285-5034', 'cuisine': 'korean', 'website': 'https://www.monomonony.com', 'cocktails': 'yes', 'check_date': '2024-11-08', 'drink:wine': 'yes', 'drink:coffee': 'yes', 'opening_hours': 'Su-Th 12:00-23:00; Fr-Sa 12:00-00:00'}","['40.7254322', '40.7255322', '-73.9880834', '-73.9879834']"
419,ChIJb8Jg9pZYwokR-qHGtvSkLzs,The Metropolitan Museum of Art,Manhattan,https://www.metmuseum.org/,metmuseum,{culture},334145522,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,3698894,40.7794396,-73.96338248033601,tourism,museum,30,0.6775493565252932,tourism,"The Metropolitan Museum of Art, 1000, 5th Avenue, Carnegie Hill, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10035, United States","{'tourism': 'The Metropolitan Museum of Art', 'house_number': '1000', 'road': '5th Avenue', 'neighbourhood': 'Carnegie Hill', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10035', 'country': 'United States', 'country_code': 'us'}","{'ele': '28', 'fee': 'yes', 'phone': '+1 212-535-7710', 'height': '26.8', 'museum': 'art', 'website': 'https://www.metmuseum.org/', 'building': 'museum', 'ref:nrhp': '86003556', 'wikidata': 'Q160236', 'wikipedia': 'en:Metropolitan Museum of Art', 'check_date': '2023-01-16', 'wheelchair': 'yes', 'nycdoitt:bin': '1083810', 'opening_hours': '10:00-17:00; Fr-Sa 10:00-21:00; We off; May Mo[1] off; Nov Th[4] off; Dec 25 off; Jan 01 off', 'fee:conditional': 'no @ age < 12', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'internet_access:ssid': 'MetMuseumFreeWiFi', 'check_date:opening_hours': '2024-09-05'}","['40.7778736', '40.7809200', '-73.9651438', '-73.9616917']"
121459,ChIJvTUD4LZZwokRPYqxLi7y9Kg,Bibliotheque Cafe & Winebar,SoHo,https://www.bibliothequenyc.com/,bibliothequenyc,"{cafe,book_store,bar}",332577577,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,2555120465,40.7218498,-74.0008229,shop,books,30,9.175936522464359e-05,shop,"Bibliotheque Cafe & Winebar, 54, Mercer Street, SoHo, Manhattan, New York County, City of New York, New York, 10013, United States","{'shop': 'Bibliotheque Cafe & Winebar', 'house_number': '54', 'road': 'Mercer Street', 'neighbourhood': 'SoHo', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10013', 'country': 'United States', 'country_code': 'us'}","{'amenity': 'cafe', 'website': 'https://www.bibliothequenyc.com/', 'opening_hours': 'Mo-Su 10:00-22:00', 'internet_access': 'yes', 'internet_access:fee': 'no'}","['40.7217998', '40.7218998', '-74.0008729', '-74.0007729']"
2362,ChIJi7flemFZwokRDpIJuxfOGek,Devoción,Brooklyn,http://www.devocion.com/,devocionusa,{cafe},329948910,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,2550064303,40.6886044,-73.9834746,amenity,cafe,30,9.175936522464359e-05,amenity,"Devoción, 276, Livingston Street, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11217, United States","{'amenity': 'Devoción', 'house_number': '276', 'road': 'Livingston Street', 'neighbourhood': 'Downtown Brooklyn', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11217', 'country': 'United States', 'country_code': 'us'}","{'website': 'https://www.devocion.com/pages/devocion-cafe-downtown-brooklyn-ny', 'drink:tea': 'yes', 'drink:coffee': 'yes', 'opening_hours': 'Mo-Fr 07:30-18:00; Sa-Su 08:00-18:00', 'drink:espresso': 'yes'}","['40.6885544', '40.6886544', '-73.9835246', '-73.9834246']"
418,ChIJKxDbe_lYwokRVf__s8CPn-o,MoMA,Midtown,https://www.moma.org/,themuseumofmodernart,{culture},331985752,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,278346578,40.761612400000004,-73.97749918210806,tourism,museum,30,0.6565323321293225,tourism,"MoMA, 11, West 53rd Street, Midtown East, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States","{'tourism': 'MoMA', 'house_number': '11', 'road': 'West 53rd Street', 'neighbourhood': 'Midtown East', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10019', 'country': 'United States', 'country_code': 'us'}","{'ele': '19', 'fee': 'yes', 'museum': 'art', 'website': 'https://www.moma.org/', 'building': 'museum', 'wikidata': 'Q188740', 'wikipedia': 'en:Museum of Modern Art', 'start_date': '1929', 'wheelchair': 'yes', 'nycdoitt:bin': '1087646', 'building:part': 'yes', 'opening_hours': 'Mo-Su 10:30-17:30; Sa 10:30-19:00; Dec 25 off; Nov Th[4] off', 'fee:conditional': 'no @ age < 17', 'check_date:opening_hours': '2024-09-05'}","['40.7612683', '40.7619557', '-73.9781235', '-73.9769666']"
3366,ChIJJXCD6ltZwokRJ_cwjKQH63c,Lilia,Brooklyn,http://www.lilianewyork.com/,lilianewyork,{restaurant},330725646,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,2842523508,40.7176165,-73.9524013,amenity,restaurant,30,9.175936522464359e-05,amenity,"Lilia, 567, Union Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11211, United States","{'amenity': 'Lilia', 'house_number': '567', 'road': 'Union Avenue', 'suburb': 'Williamsburg', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11211', 'country': 'United States', 'country_code': 'us'}","{'bar': 'yes', 'phone': '+1-718-576-3095', 'cuisine': 'italian;coffee_shop', 'website': 'https://www.lilianewyork.com/', 'cocktails': 'yes', 'drink:beer': 'yes', 'drink:wine': 'yes', 'drink:coffee': 'yes', 'drink:liquor': 'yes', 'opening_hours': 'Mo-Fr 17:30-23:00; Sa-Su 17:00-23:00 ""restaurant""||Mo-Su 07:00-16:00 ""cafe""', 'drink:espresso': 'yes'}","['40.7175665', '40.7176665', '-73.9524513', '-73.9523513']"
14979,ChIJ64q9nXNZwokRCt5KB8WXT6M,Ume Ume,Brooklyn,http://umenewyork.com/,,{restaurant},330694756,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5642678613,40.6740251,-73.9853643,amenity,kindergarten,30,9.175936522464359e-05,amenity,"Ume Ume, 4th Avenue, Park Slope, Brooklyn, Kings County, City of New York, New York, 11209, United States","{'amenity': 'Ume Ume', 'road': '4th Avenue', 'neighbourhood': 'Park Slope', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11209', 'country': 'United States', 'country_code': 'us'}","{'phone': '+1 718 768 0800', 'website': 'http://umeumearts.com'}","['40.6739751', '40.6740751', '-73.9854143', '-73.9853143']"
3372,ChIJgc7fPIVZwokRQMnqTxTf_Qk,Fish Cheeks,NoHo,https://www.fishcheeksnyc.com/,fishcheeksnyc,{restaurant},,,,,,,,,,,,,,,
9662,ChIJDyCs8UNZwokRaNcdvn_c6jU,Librae Bakery,East Village,http://libraebakery.com/,libraebakery,{bakery},,,,,,,,,,,,,,,
501,ChIJD-1a9ChawokRnTSi_Et62x4,Kiki Supermarket,Chinatown,https://kikisnyc.com/,kikis_nyc,{restaurant},300267788,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,3969574176,37.795529,-122.4100247,shop,supermarket,30,8.251392385743523e-05,shop,"Kiki Supermarket, Jackson Street, Chinatown, San Francisco, California, 94133, United States","{'shop': 'Kiki Supermarket', 'road': 'Jackson Street', 'quarter': 'Chinatown', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94133', 'country': 'United States', 'country_code': 'us'}",,"['37.7954790', '37.7955790', '-122.4100747', '-122.4099747']"
9435,ChIJVcSnm-NYwokRnGivcMPc81Q,Tomi Jazz,Midtown East,http://www.tomijazz.com/,,"{night_club,bar,restaurant}",,,,,,,,,,,,,,,
1165,ChIJbTCMl19ZwokRUohF137p9cQ,The Four Horsemen,Brooklyn,http://fourhorsemenbk.com/,fourhorsemenbk,"{restaurant,bar}",332100450,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4015169994,40.7130756,-73.9572969,amenity,bar,30,9.175936522464359e-05,amenity,"The Four Horsemen, 295, Grand Street, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11211, United States","{'amenity': 'The Four Horsemen', 'house_number': '295', 'road': 'Grand Street', 'suburb': 'Williamsburg', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11211', 'country': 'United States', 'country_code': 'us'}","{'opening_hours': 'Su 07:30-20:30; We,Sa 09:30-21:30; Tu,Th 09:00-21:30; Fr 09:30-21:00; Mo 09:30-21:00'}","['40.7130256', '40.7131256', '-73.9573469', '-73.9572469']"
52066,ChIJ064AVwtZwokRK_IbyKmCNBQ,La Cabra,SoHo,https://us.lacabra.com/pages/soho,lacabracoffee,"{cafe,bakery}",331817693,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,11610991069,40.7242387,-73.9961964,amenity,cafe,30,9.175936522464359e-05,amenity,"La Cabra, 284, Lafayette Street, SoHo, Manhattan, New York County, City of New York, New York, 10012, United States","{'amenity': 'La Cabra', 'house_number': '284', 'road': 'Lafayette Street', 'neighbourhood': 'SoHo', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10012', 'country': 'United States', 'country_code': 'us'}","{'branch': 'SoHo', 'website': 'https://www.lacabra.dk/pages/soho', 'opening_hours': 'Mo-Fr 07:00-18:00; Sa-Su 08:00-18:00'}","['40.7241887', '40.7242887', '-73.9962464', '-73.9961464']"
402,ChIJs8MdNo9ZwokRTPUHiArLC-o,Rubirosa,Little Italy,https://www.rubirosanyc.com/,rubirosa_nyc,{restaurant},331705345,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4305816205,40.7227225,-73.9961142,amenity,restaurant,30,9.175936522464359e-05,amenity,"Rubirosa, Mulberry Street, East Village, NoHo, Manhattan, New York County, City of New York, New York, 10012, United States","{'amenity': 'Rubirosa', 'road': 'Mulberry Street', 'neighbourhood': 'East Village', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10012', 'country': 'United States', 'country_code': 'us'}","{'bar': 'yes', 'brewery': 'yes', 'cuisine': 'pizza', 'air_conditioning': 'yes'}","['40.7226725', '40.7227725', '-73.9961642', '-73.9960642']"
8594,ChIJ_xVHVB5bwokRXZSTppGOkK4,L’Appartement 4F,Brooklyn Heights,http://www.lappartement4f.com/,lappartement4f,"{bakery,bar}",330653446,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,9330613472,40.6950814,-73.9948457,amenity,cafe,30,9.175936522464359e-05,amenity,"L’Appartement 4F, 115, Montague Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States","{'amenity': 'L’Appartement 4F', 'house_number': '115', 'road': 'Montague Street', 'neighbourhood': 'Brooklyn Heights', 'borough': 'Brooklyn', 'county': 'Kings County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '11201', 'country': 'United States', 'country_code': 'us'}","{'website': 'https://lappartement4f.com/', 'outdoor_seating': 'yes'}","['40.6950314', '40.6951314', '-73.9948957', '-73.9947957']"
1167,ChIJfxC19JVZwokRX2uKgQAL17c,Don Angie,West Village,http://donangie.com/,donangienyc,{restaurant},329806623,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4527086687,40.7378039,-74.0019928,amenity,restaurant,30,9.175936522464359e-05,amenity,"Don Angie, 103, Greenwich Avenue, Manhattan, New York County, City of New York, New York, 10014, United States","{'amenity': 'Don Angie', 'house_number': '103', 'road': 'Greenwich Avenue', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10014', 'country': 'United States', 'country_code': 'us'}","{'phone': '+1 212-889-8884', 'cuisine': 'italian', 'website': 'https://www.donangie.com', 'reservation': 'yes', 'opening_hours': 'Mo-We, Su 17:00-23:00; Th-Sa 17:00-24:00'}","['40.7377539', '40.7378539', '-74.0020428', '-74.0019428']"
1945,ChIJ5bQPhMdZwokRkTwKhVxhP1g,The High Line,Chelsea District,https://www.thehighline.org/,highlinenyc,{nature},329491071,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",relation,7141751,40.74770384999999,-74.00489117085408,leisure,park,24,0.47856799214496143,park,"The High Line, Chelsea District, Manhattan, New York County, City of New York, New York, United States","{'park': 'The High Line', 'neighbourhood': 'Chelsea District', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'country': 'United States', 'country_code': 'us'}","{'dog': 'no', 'email': 'info@thehighline.org', 'layer': '2', 'phone': '+1 212-500-6035', 'access': 'yes', 'bridge': 'viaduct', 'height': '7.5', 'linear': 'yes', 'bicycle': 'no', 'smoking': 'no', 'tourism': 'attraction', 'website': 'https://www.thehighline.org/', 'man_made': 'bridge', 'operator': 'Friends of the High Line', 'wikidata': 'Q843869', 'wikipedia': 'en:High Line', 'min_height': '5;5.5', 'roof:shape': 'flat', 'wheelchair': 'yes', 'description': 'The High Line is a 1.45-mile-long elevated linear park, greenway, and rail trail created on a former New York Central Railroad spur on the west side of Manhattan in New York City.', 'building:part': 'yes', 'opening_hours': 'Mo-Su 07:00-19:00', 'operator:type': 'public', 'roof:material': 'grass', 'building:colour': '#3D4647', 'building:material': 'metal', 'old_railway_operator': 'NYC'}","['40.7394351', '40.7564702', '-74.0083229', '-73.9995850']"
1950,ChIJ6xvs94VZwokRnT1D2lX2OTw,Prince Street Pizza,Little Italy,https://locations.princestreetpizza.com/new-york,psp_nyc,{restaurant},333957581,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4937329121,40.7229906,-73.9945851,amenity,restaurant,30,9.175936522464359e-05,amenity,"Prince Street Pizza, 27, Prince Street, East Village, SoHo, Manhattan, New York County, City of New York, New York, 10012, United States","{'amenity': 'Prince Street Pizza', 'house_number': '27', 'road': 'Prince Street', 'neighbourhood': 'East Village', 'borough': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'postcode': '10012', 'country': 'United States', 'country_code': 'us'}","{'phone': '+1 212-966-1960', 'cuisine': 'pizza', 'website': 'https://www.princestreetpizzamenu.com/', 'delivery': 'yes', 'takeaway': 'yes', 'opening_hours': 'Su-Th 11:30-23:00; Fr-Sa 11:30-04:00'}","['40.7229406', '40.7230406', '-73.9946351', '-73.9945351']"
